a_1|a|indefinite article|A1|used before countable or singular nouns referring to people or things that have not already been mentioned|/ə/|/ə/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/a__/a__gb/a__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/a__/a__us/a__us_2_rr.mp3|a man/horse/unit;an aunt/egg/hour/X-ray;I can only carry two at a time.;There's a visitor for you.;She's a friend of my father's (= one of my father's friends).|https://www.oxfordlearnersdictionaries.com/definition/english/a_1
bend_2|bend|noun|B1|a curve or turn, especially in a road or river|/bend/|/bend/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/ben/bend_/bend__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/ben/bend_/bend__us_1.mp3|a sharp bend in the road;You took that bend very fast!;He lost control on a bend and crashed into a tree. ;As the driver came round the bend, she saw the lorry.|https://www.oxfordlearnersdictionaries.com/definition/english/bend_2
bend_1|bend|verb|B1|to lean, or make something lean, in a particular direction|/bend/|/bend/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/ben/bend_/bend__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/ben/bend_/bend__us_1.mp3|He bent and kissed her.;The doctor told me to avoid bending and stretching.; + adv./prep. fields of poppies bending in the wind;She suddenly bent over, clutching her stomach.;His dark head bent over her.;She bent forward to pick up the newspaper.;Slowly bend from the waist and bring your head down to your knees.; Keep your feet apart, and bend at the waist; bend something He bent his head and kissed her.; bend something + adv./prep. She bent her head towards him.;She was bent over her desk writing a letter.|https://www.oxfordlearnersdictionaries.com/definition/english/bend_1
benefit_1|benefit|noun|A2|an advantage that something gives you; a helpful and useful effect that something has|/ˈbenɪfɪt/|/ˈbenɪfɪt/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/ben/benef/benefit__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/ben/benef/benefit__us_1.mp3|Freedom of information brings great benefits. ;health/economic/tax benefits;the benefits of modern medicine;I've had the benefit of a good education.;It was good to see her finally reaping the benefits (= enjoying the results) of all her hard work.;The industry will be one of the first to enjoy the benefits of the recovery.;The company derived substantial benefit from the deal.; benefit of doing something He couldn't see the benefit of arguing any longer.; be of benefit to somebody/something The new regulations will be of benefit to everyone concerned.; to somebody's benefit It will be to your benefit to arrive early.; benefit for somebody/something The project will have major benefits for the local community.;With the benefit of hindsight (= knowing what we have learnt since), we would do things differently.; without the benefit of something Nobody should be sent to prison without the benefit of legal advice.;For maximum benefit, take the tablets before meals.|https://www.oxfordlearnersdictionaries.com/definition/english/benefit_1
benefit_2|benefit|verb|B1|to be useful to somebody or improve their life in some way|/ˈbenɪfɪt/|/ˈbenɪfɪt/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/ben/benef/benefit__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/ben/benef/benefit__us_1.mp3|We should spend the money on something that will benefit everyone.;The new tax laws will clearly benefit those on low wages.;The project will benefit the local community as a whole.|https://www.oxfordlearnersdictionaries.com/definition/english/benefit_2
bent_1|bent|adjective|B2|not straight|/bent/|/bent/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/ben/bent_/bent__gb_3.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/ben/bent_/bent__us_2.mp3|a piece of bent wire;Do this exercise with your knees bent (= not with your legs straight).;The lamp post got bent in the crash.;Lock your elbows in a slightly bent position.|https://www.oxfordlearnersdictionaries.com/definition/english/bent_1
best_1|best|adjective|A1|of the most excellent type or quality|/best/|/best/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bes/best_/best__gb_4.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bes/best_/best__us_1.mp3|That's the best movie I've ever seen!;He wrote his best songs before he was 25.;She was one of the best tennis players of her generation.;Is that your best suit?;They've been best friends (= closest friends) since they were children.;the company’s best-ever results;We want the kids to have the best possible education.|https://www.oxfordlearnersdictionaries.com/definition/english/best_1
best_2|best|adverb|A2|most; to the greatest extent|/best/|/best/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bes/best_/best__gb_4.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bes/best_/best__us_1.mp3|Which one do you like best?;Well-drained soil suits the plant best.;her best-known poem|https://www.oxfordlearnersdictionaries.com/definition/english/best_2
best_3|best|noun|A2|the most excellent thing or person|/best/|/best/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bes/best_/best__gb_4.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bes/best_/best__us_1.mp3|We all want the best for our children.;They only buy the best.;They're all good players, but she's the best of all.;We're the best of friends (= very close friends).|https://www.oxfordlearnersdictionaries.com/definition/english/best_3
bet_2|bet|noun|B2|an arrangement to risk money, etc. on the result of a particular event; the money that you risk in this way|/bet/|/bet/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bet/bet__/bet__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bet/bet__/bet__us_1.mp3|to win/lose a bet;I was tempted to place a large bet.; bet on something We've got a bet on who's going to arrive first.;He had a bet on the horses.;They all put a bet on the race.;I hear you're taking bets on whether she'll marry him.;I did it for a bet (= because somebody had agreed to pay me money if I did).;‘Liverpool are bound to win.’ ‘Do you want a bet?’ (= I disagree with you, I don't think they will.)|https://www.oxfordlearnersdictionaries.com/definition/english/bet_2
bet_1|bet|verb|B2|to risk money on a race or an event by trying to predict the result|/bet/|/bet/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bet/bet__/bet__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bet/bet__/bet__us_1.mp3|You have to be over 16 to bet.; bet on/against somebody/something doing something I wouldn't bet on them winning the next election.;Not many people are betting against France retaining their title.; bet on/against something He likes betting on horses and watching table tennis.; bet something on something He bet $2 000 on the final score of the game.; bet something You shouldn't praise a gambler for betting his life savings if he wins.; bet somebody something (that) She bet me £20 (that) I wouldn't do it.; bet somebody (that) I bet her (that) the Democrats would not win.; bet something (that) He bet ten dollars (that) he could write a complete story in just six words.|https://www.oxfordlearnersdictionaries.com/definition/english/bet_1
better_1|better|adjective|A1|of a higher standard or less poor quality; not as bad as something else|/ˈbetə(r)/|/ˈbetər/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bet/bette/better__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bet/bette/better__us_4.mp3|We're hoping for better weather tomorrow.;Her work is getting better and better.;He is in a much better mood than usual.;The meal couldn't have been better.;There's nothing better than a long soak in a hot bath.;If you can only exercise once a week, that's better than nothing (= better than taking no exercise at all).|https://www.oxfordlearnersdictionaries.com/definition/english/better_1
better_2|better|adverb|A2|in a more excellent or pleasant way; not as badly|/ˈbetə(r)/|/ˈbetər/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bet/bette/better__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bet/bette/better__us_4.mp3|She sings much better than I do.;Sound travels better in water than in air.;People are better educated now.|https://www.oxfordlearnersdictionaries.com/definition/english/better_2
better_3|better|noun|B1|something that is better|/ˈbetə(r)/|/ˈbetər/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bet/bette/better__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bet/bette/better__us_4.mp3|the better of the two books;I expected better of him (= I thought he would have behaved better).|https://www.oxfordlearnersdictionaries.com/definition/english/better_3
between_2|between|adverb|A2|in the space or period of time separating two or more points, objects, etc. or two dates, events, etc.|/bɪˈtwiːn/|/bɪˈtwiːn/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bet/betwe/between__gb_3.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bet/betwe/between__us_2.mp3|The house was near a park but there was a road in between.;I see her most weekends but not very often in between.|https://www.oxfordlearnersdictionaries.com/definition/english/between_2
between_1|between|preposition|A1|in or into the space separating two or more points, objects, people, etc.|/bɪˈtwiːn/|/bɪˈtwiːn/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bet/betwe/between__gb_3.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bet/betwe/between__us_2.mp3|Q comes between P and R in the English alphabet.;I sat down between Jo and Diana.;Switzerland lies between France, Germany, Austria and Italy.;The paper had fallen down between the desk and the wall.; (figurative) My job is somewhere between a secretary and a personal assistant.|https://www.oxfordlearnersdictionaries.com/definition/english/between_1
beyond_2|beyond|adverb|B2|on the other side; further on|/bɪˈjɒnd/|/bɪˈjɑːnd/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bey/beyon/beyond__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bey/beyon/beyond__us_1.mp3|Snowdon and the mountains beyond were covered in snow.;The immediate future is clear, but it's hard to tell what lies beyond.;the year 2025 and beyond|https://www.oxfordlearnersdictionaries.com/definition/english/beyond_2
beyond_1|beyond|preposition|B2|on or to the further side of something|/bɪˈjɒnd/|/bɪˈjɑːnd/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bey/beyon/beyond__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bey/beyon/beyond__us_1.mp3|The road continues beyond the village up into the hills.|https://www.oxfordlearnersdictionaries.com/definition/english/beyond_1
bicycle_1|bicycle|noun|A1|a road vehicle with two wheels that you ride by pushing the pedals with your feet|/ˈbaɪsɪkl/|/ˈbaɪsɪkl/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bic/bicyc/bicycle__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bic/bicyc/bicycle__us_1.mp3|He got on his bicycle and rode off.;We went for a bicycle ride on Sunday.;She spent the day riding her bicycle around the lake.;a bicycle helmet/wheel|https://www.oxfordlearnersdictionaries.com/definition/english/bicycle_1
big_1|big|adjective|A1|large in size, degree, amount, etc.|/bɪɡ/|/bɪɡ/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/big/big__/big__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/big/big__/big__us_1.mp3|a big man/house/increase;This shirt isn't big enough.;It's the world's biggest computer company.; (informal) He had this great big grin on his face.;The lobster's claws are bigger than human hands.;The festival is getting bigger every year.;Her smile grew bigger.;They were earning big money.;The news came as a big blow.|https://www.oxfordlearnersdictionaries.com/definition/english/big_1
bike_1|bike|noun|A1|a bicycle|/baɪk/|/baɪk/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bik/bike_/bike__gb_4.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bik/bike_/bike__us_1.mp3|I used to ride my bike around the neighbourhood for hours.; by bike I usually go to work by bike.; He met her when he took part in a bike ride along the Nile.;She got on her bike and rode off.;He was knocked off his bike by a motorcyclist.;A series of new bike paths wind around the city.;Hop on your bike and head to town.|https://www.oxfordlearnersdictionaries.com/definition/english/bike_1
